chr	pos	fst	stat
Chr14	925000	0.151120	1.low	
Chr14	975000	0.161693	1.low	
Chr14	1025000	0.121454	1.low	
Chr14	1075000	0.168341	1.low	
Chr14	1125000	0.197310	2.mid	
Chr14	1175000	0.166872	2.mid	
Chr14	1225000	0.272769	2.mid	
Chr14	1275000	0.198440	2.mid	
Chr14	1325000	0.230447	2.mid	
Chr14	1375000	0.173420	2.mid	
Chr14	1425000	0.215119	2.mid	
Chr14	1475000	0.235081	2.mid	
Chr14	1525000	0.226727	2.mid	
Chr14	1575000	0.235168	2.mid	
Chr14	1625000	0.572697	3.high	
Chr14	1675000	0.503917	3.high	
Chr14	1725000	0.297377	3.high	
Chr14	1775000	0.240657	3.high	
Chr14	1825000	0.308290	3.high	
Chr14	1875000	0.241349	2.mid	
Chr14	1925000	0.160347	2.mid	
Chr14	1975000	0.174097	2.mid	
Chr14	2025000	0.223997	2.mid	
Chr14	2075000	0.128768	1.low	
Chr14	2125000	0.152000	1.low	
Chr14	2175000	0.093205	1.low	
Chr14	2225000	0.191283	1.low	
Chr14	2275000	0.158963	1.low	
Chr14	2325000	0.121457	1.low	
Chr14	2375000	0.114689	1.low	
Chr14	2425000	0.256546	2.mid	
Chr14	2475000	0.341023	3.high	
Chr14	2525000	0.173577	3.high	
Chr14	2575000	0.346095	3.high	
Chr14	2625000	0.173842	2.mid	
Chr14	2675000	0.168073	2.mid	
Chr14	2725000	0.131614	2.mid	
Chr14	2775000	0.152367	2.mid	
Chr14	2825000	0.232989	2.mid	
Chr14	2875000	0.216472	2.mid	
Chr14	2925000	0.368538	3.high	
Chr14	2975000	0.293029	3.high	
Chr14	3025000	0.299988	3.high	
Chr14	3075000	0.144603	2.mid	
Chr14	3125000	0.173104	2.mid	
Chr14	3175000	0.250759	2.mid	
Chr14	3225000	0.247778	2.mid	
Chr14	3275000	0.336765	3.high	
Chr14	3325000	0.229819	3.high	
Chr14	3375000	0.306976	3.high	
Chr14	3425000	0.191972	2.mid	
Chr14	3475000	0.124675	2.mid	
Chr14	3525000	0.110056	2.mid	
Chr14	3575000	0.196326	2.mid	
Chr14	3625000	0.241488	2.mid	
Chr14	3675000	0.174664	2.mid	
Chr14	3725000	0.192332	2.mid	
Chr14	3775000	0.239024	2.mid	
Chr14	3825000	0.137795	2.mid	
Chr14	3875000	0.207731	2.mid	
Chr14	3925000	0.262658	2.mid	
Chr14	3975000	0.158883	2.mid	
Chr14	4025000	0.226442	2.mid	
Chr14	4075000	0.164550	2.mid	
Chr14	4125000	0.160538	2.mid	
Chr14	4175000	0.135097	2.mid	
Chr14	4225000	0.137406	2.mid	
Chr14	4275000	0.236387	2.mid	
Chr14	4325000	0.175640	2.mid	
Chr14	4375000	0.127018	2.mid	
Chr14	4425000	0.087305	2.mid	
Chr14	4475000	0.145569	2.mid	
Chr14	4525000	0.379102	3.high	
Chr14	4575000	0.252211	2.mid	
Chr14	4625000	0.156161	2.mid	
Chr14	4675000	0.172214	2.mid	
Chr14	4725000	0.275753	2.mid	
Chr14	4775000	0.185806	2.mid	
Chr14	4825000	0.131840	1.low	
Chr14	4925000	0.121530	1.low	
Chr14	4975000	0.110192	1.low	
Chr14	5025000	0.119230	1.low	
Chr14	5075000	0.132149	1.low	
Chr14	5125000	0.099015	1.low	
Chr14	5175000	0.114591	1.low	
Chr14	5225000	0.058990	1.low	
Chr14	5275000	0.198514	1.low	
Chr14	5325000	0.156844	1.low	
Chr14	5375000	0.135825	1.low	
Chr14	5425000	0.165705	1.low	
Chr14	5475000	0.081175	1.low	
Chr14	5525000	0.110100	1.low	
Chr14	5575000	0.163061	1.low	
Chr14	5625000	0.176879	1.low	
Chr14	5675000	0.174873	1.low	
Chr14	5725000	0.167352	1.low	
Chr14	5775000	0.184314	2.mid	
Chr14	5825000	0.368003	3.high	
Chr14	5875000	0.197142	2.mid	
Chr14	5925000	0.305495	2.mid	
Chr14	5975000	0.218379	2.mid	
Chr14	6025000	0.141137	2.mid	
Chr14	6075000	0.236951	2.mid	
Chr14	6125000	0.311751	2.mid	
Chr14	6175000	0.289630	2.mid	
Chr14	6225000	0.204183	2.mid	
Chr14	6275000	0.211117	2.mid	
Chr14	6325000	0.341466	3.high	
Chr14	6375000	0.439657	3.high	
Chr14	6425000	0.207289	2.mid	
Chr14	6475000	0.184424	2.mid	
Chr14	6525000	0.197640	2.mid	
Chr14	6575000	0.225233	2.mid	
Chr14	6625000	0.425030	3.high	
Chr14	6675000	0.289419	3.high	
Chr14	6725000	0.122191	3.high	
Chr14	6775000	0.374651	3.high	
Chr14	6825000	0.195003	2.mid	
Chr14	6875000	0.173978	2.mid	
Chr14	6925000	0.152904	1.low	
Chr14	6975000	0.110753	1.low	
Chr14	7025000	0.122067	1.low	
Chr14	7075000	0.133781	1.low	
Chr14	7125000	0.108075	1.low	
Chr14	7175000	0.232086	2.mid	
Chr14	7225000	0.355588	3.high	
Chr14	7275000	0.180898	2.mid	
Chr14	7325000	0.181466	2.mid	
Chr14	7375000	0.233140	2.mid	
Chr14	7425000	0.241083	2.mid	
Chr14	7475000	0.219813	2.mid	
Chr14	7525000	0.218063	2.mid	
Chr14	7575000	0.189129	2.mid	
Chr14	7625000	0.257399	2.mid	
Chr14	7675000	0.205581	2.mid	
Chr14	7725000	0.262719	2.mid	
Chr14	7775000	0.253515	2.mid	
Chr14	7825000	0.336402	3.high	
Chr14	7875000	0.323713	3.high	
Chr14	7925000	0.353010	3.high	
Chr14	7975000	0.207166	2.mid	
Chr14	8025000	0.154206	2.mid	
Chr14	8075000	0.448387	3.high	
Chr14	8125000	0.395671	3.high	
Chr14	8175000	0.356110	3.high	
Chr14	8225000	0.315179	3.high	
Chr14	8275000	0.232625	3.high	
Chr14	8325000	0.253516	3.high	
Chr14	8375000	0.328562	3.high	
Chr14	8425000	0.245191	2.mid	
Chr14	8475000	0.256094	2.mid	
Chr14	8525000	0.245100	2.mid	
Chr14	8575000	0.262478	2.mid	
Chr14	8625000	0.194098	2.mid	
Chr14	8675000	0.314517	2.mid	
Chr14	8725000	0.221649	2.mid	
Chr14	8775000	0.211730	2.mid	
Chr14	8825000	0.172524	2.mid	
Chr14	8875000	0.139752	2.mid	
Chr14	8925000	0.183805	2.mid	
Chr14	8975000	0.353659	3.high	
Chr14	9025000	0.335907	3.high	
Chr14	9075000	0.224170	3.high	
Chr14	9125000	0.277744	3.high	
Chr14	9175000	0.405333	3.high	
Chr14	9225000	0.127817	2.mid	
Chr14	9275000	0.133428	1.low	
Chr14	9325000	0.165281	1.low	
Chr14	9375000	0.115103	1.low	
Chr14	9425000	0.154722	1.low	
Chr14	9475000	0.136223	1.low	
Chr14	9525000	0.161030	1.low	
Chr14	9575000	0.196019	1.low	
Chr14	9625000	0.162715	1.low	
Chr14	9675000	0.079164	1.low	
Chr14	9725000	0.202399	1.low	
Chr14	9775000	0.105247	1.low	
Chr14	9825000	0.051381	1.low	
Chr14	9875000	0.099701	1.low	
Chr14	9925000	0.174367	2.mid	
Chr14	9975000	0.315630	3.high	
Chr14	10025000	0.192931	3.high	
Chr14	10075000	0.281578	3.high	
Chr14	10125000	0.261668	3.high	
Chr14	10175000	0.426436	3.high	
Chr14	10225000	0.410255	3.high	
Chr14	10275000	0.403450	3.high	
Chr14	10325000	0.284669	3.high	
Chr14	10375000	0.283017	3.high	
Chr14	10425000	0.251868	3.high	
Chr14	10475000	0.286107	3.high	
Chr14	10525000	0.272352	3.high	
Chr14	10575000	0.224146	2.mid	
Chr14	10625000	0.132475	2.mid	
Chr14	10675000	0.155011	2.mid	
Chr14	10725000	0.221516	2.mid	
Chr14	10775000	0.152653	2.mid	
Chr14	10825000	0.106199	2.mid	
Chr14	10875000	0.183111	2.mid	
Chr14	10925000	0.144462	2.mid	
Chr14	10975000	0.170047	2.mid	
Chr14	11025000	0.224379	2.mid	
Chr14	11075000	0.332459	2.mid	
Chr14	11125000	0.270151	2.mid	
Chr14	11175000	0.156074	2.mid	
Chr14	11225000	0.266568	2.mid	
Chr14	11275000	0.184948	2.mid	
Chr14	11325000	0.243370	2.mid	
Chr14	11375000	0.287746	2.mid	
Chr14	11425000	0.220652	2.mid	
Chr14	11475000	0.292787	3.high	
Chr14	11525000	0.322396	3.high	
Chr14	11575000	0.382268	3.high	
Chr14	11625000	0.504127	3.high	
Chr14	11675000	0.281338	3.high	
Chr14	11725000	0.252274	2.mid	
Chr14	11775000	0.254145	2.mid	
Chr14	11825000	0.184144	2.mid	
Chr14	11875000	0.166756	2.mid	
Chr14	11925000	0.244916	2.mid	
Chr14	11975000	0.263228	2.mid	
Chr14	12025000	0.278711	2.mid	
Chr14	12075000	0.136048	2.mid	
Chr14	12125000	0.450959	3.high	
Chr14	12175000	0.203058	2.mid	
Chr14	12225000	0.302497	2.mid	
Chr14	12275000	0.225921	2.mid	
Chr14	12325000	0.201079	2.mid	
Chr14	12375000	0.388191	3.high	
Chr14	12425000	0.364245	3.high	
Chr14	12475000	0.131058	2.mid	
Chr14	12525000	0.141577	2.mid	
Chr14	12575000	0.170104	2.mid	
Chr14	12625000	0.266640	2.mid	
Chr14	12675000	0.242836	2.mid	
Chr14	12725000	0.211942	2.mid	
Chr14	12775000	0.575719	3.high	
Chr14	12825000	0.441442	3.high	
Chr14	12875000	0.463555	3.high	
Chr14	12925000	0.321809	3.high	
Chr14	12975000	0.461762	3.high	
Chr14	13025000	0.246020	3.high	
Chr14	13075000	0.224106	3.high	
Chr14	13125000	0.255914	3.high	
Chr14	13175000	0.320036	3.high	
Chr14	13225000	0.280872	3.high	
Chr14	13275000	0.361509	3.high	
Chr14	13325000	0.212484	3.high	
Chr14	13375000	0.296849	3.high	
Chr14	13425000	0.309551	3.high	
Chr14	13475000	0.317370	3.high	
Chr14	13525000	0.324312	3.high	
Chr14	13575000	0.161086	2.mid	
Chr14	13625000	0.135934	2.mid	
Chr14	13675000	0.248624	2.mid	
Chr14	13725000	0.187243	2.mid	
Chr14	13775000	0.238815	2.mid	
Chr14	13825000	0.268837	2.mid	
Chr14	13875000	0.232234	2.mid	
Chr14	13925000	0.283398	2.mid	
Chr14	13975000	0.217375	2.mid	
Chr14	14025000	0.108468	1.low	
Chr14	14075000	0.175202	1.low	
Chr14	14125000	0.150322	1.low	
Chr14	14175000	0.157437	1.low	
Chr14	14225000	0.126148	1.low	
Chr14	14275000	0.172868	1.low	
Chr14	14325000	0.111945	1.low	
Chr14	14375000	0.119714	1.low	
Chr14	14425000	0.300771	2.mid	
Chr14	14475000	0.198452	2.mid	
Chr14	14525000	0.135091	2.mid	
Chr14	14575000	0.193939	2.mid	
Chr14	14625000	0.192597	2.mid	
Chr14	14675000	0.256706	2.mid	
Chr14	14725000	0.150982	2.mid	
Chr14	14775000	0.217622	2.mid	
Chr14	14825000	0.170611	2.mid	
Chr14	14875000	0.191678	2.mid	
Chr14	14925000	0.192496	2.mid	
Chr14	14975000	0.211416	2.mid	
Chr14	15025000	0.269801	2.mid	
Chr14	15075000	0.208140	2.mid	
Chr14	15125000	0.254484	2.mid	
Chr14	15175000	0.297626	2.mid	
Chr14	15225000	0.315376	2.mid	
Chr14	15275000	0.118520	2.mid	
Chr14	15325000	0.284758	2.mid	
Chr14	15375000	0.192670	2.mid	
Chr14	15425000	0.105981	1.low	
Chr14	15475000	0.107781	1.low	
Chr14	15525000	0.083219	1.low	
Chr14	15575000	0.143444	1.low	
Chr14	15625000	0.136243	1.low	
Chr14	15675000	0.159706	1.low	
Chr14	15725000	0.161407	1.low	
Chr14	15775000	0.090413	1.low	
Chr14	15825000	0.237211	2.mid	
Chr14	15875000	0.108348	1.low	
Chr14	15925000	0.126131	1.low	
Chr14	15975000	0.123392	1.low	
Chr14	16025000	0.231973	2.mid	
Chr14	16125000	0.238312	2.mid	
Chr14	16175000	0.122719	1.low	
Chr14	16225000	0.113540	1.low	
Chr14	16275000	0.164072	1.low	
Chr14	16325000	0.140616	1.low	
Chr14	16375000	0.196483	1.low	
Chr14	16425000	0.092574	1.low	
Chr14	16475000	0.150190	1.low	
Chr14	16525000	0.180103	2.mid	
Chr14	16575000	0.225863	2.mid	
Chr14	16625000	0.145566	2.mid	
Chr14	16675000	0.206363	2.mid	
Chr14	16725000	0.156247	2.mid	
Chr14	16775000	0.239625	2.mid	
Chr14	16825000	0.144011	1.low	
Chr14	16925000	0.113661	1.low	
Chr14	16975000	0.109527	1.low	
Chr14	17075000	0.162337	1.low	
Chr14	17125000	0.236289	2.mid	
Chr14	17175000	0.328834	2.mid	
Chr14	17225000	0.112827	1.low	
Chr14	17275000	0.143579	1.low	
Chr14	17325000	0.145957	1.low	
Chr14	17375000	0.283785	2.mid	
Chr14	17425000	0.097763	1.low	
Chr14	17475000	0.151338	1.low	
Chr14	17525000	0.183908	1.low	
Chr14	17575000	0.134025	1.low	
Chr14	17625000	0.234428	1.low	
Chr14	17675000	0.153144	1.low	
Chr14	17725000	0.160158	1.low	
Chr14	17775000	0.174086	1.low	
Chr14	17825000	0.119049	1.low	
Chr14	17875000	0.106437	1.low	
Chr14	17925000	0.220325	2.mid	
Chr14	17975000	0.261116	2.mid	
Chr14	18025000	0.340083	2.mid	
Chr14	18075000	0.244637	2.mid	
Chr14	18125000	0.253154	2.mid	
Chr14	18175000	0.179091	2.mid	
Chr14	18225000	0.149319	2.mid	
Chr14	18275000	0.268608	2.mid	
Chr14	18325000	0.131886	2.mid	
Chr14	18375000	0.140731	2.mid	
Chr14	18425000	0.167339	2.mid	
Chr14	18475000	0.167340	2.mid	
Chr14	18525000	0.259394	2.mid	
Chr14	18575000	0.283440	2.mid	
Chr14	18625000	0.114675	1.low	
Chr14	18675000	0.110870	1.low	
Chr14	18775000	0.233509	1.low	
Chr14	18825000	0.101360	1.low	
Chr14	18875000	0.145351	1.low	
Chr15	75000	0.155683	2.mid	
Chr15	125000	0.323430	2.mid	
Chr15	175000	0.261131	2.mid	
Chr15	225000	0.273084	2.mid	
Chr15	275000	0.190076	2.mid	
Chr15	325000	0.126785	2.mid	
Chr15	375000	0.188920	2.mid	
Chr15	425000	0.190623	2.mid	
Chr15	475000	0.269778	2.mid	
Chr15	525000	0.172597	2.mid	
Chr15	575000	0.228286	2.mid	
Chr15	625000	0.323566	2.mid	
Chr15	675000	0.201132	2.mid	
Chr15	725000	0.159006	2.mid	
Chr15	775000	0.217204	2.mid	
Chr15	825000	0.267583	2.mid	
Chr15	875000	0.207955	2.mid	
Chr15	925000	0.104057	1.low	
Chr15	975000	0.165047	1.low	
Chr15	1025000	0.112651	1.low	
Chr15	1075000	0.152215	1.low	
Chr15	1125000	0.153970	1.low	
Chr15	1175000	0.145426	1.low	
Chr15	1225000	0.140783	1.low	
Chr15	1275000	0.190032	2.mid	
Chr15	1325000	0.184718	2.mid	
Chr15	1375000	0.178312	2.mid	
Chr15	1425000	0.168429	2.mid	
Chr15	1475000	0.225764	2.mid	
Chr15	1525000	0.221519	2.mid	
Chr15	1575000	0.189381	2.mid	
Chr15	1625000	0.231683	2.mid	
Chr15	1675000	0.195594	2.mid	
Chr15	1725000	0.163569	2.mid	
Chr15	1775000	0.294053	2.mid	
Chr15	1825000	0.179707	2.mid	
Chr15	1875000	0.131583	1.low	
Chr15	1925000	0.137677	1.low	
Chr15	1975000	0.138862	1.low	
Chr15	2025000	0.101872	1.low	
Chr15	2075000	0.169043	1.low	
Chr15	2125000	0.114151	1.low	
Chr15	2175000	0.135289	1.low	
Chr15	2225000	0.133296	1.low	
Chr15	2275000	0.273257	2.mid	
Chr15	2325000	0.235660	2.mid	
Chr15	2375000	0.122228	2.mid	
Chr15	2425000	0.223036	2.mid	
Chr15	2475000	0.296272	3.high	
Chr15	2525000	0.319253	3.high	
Chr15	2575000	0.317565	3.high	
Chr15	2625000	0.247688	2.mid	
Chr15	2675000	0.277019	2.mid	
Chr15	2725000	0.253003	2.mid	
Chr15	2775000	0.152700	2.mid	
Chr15	2825000	0.210330	2.mid	
Chr15	2875000	0.156549	2.mid	
Chr15	2925000	0.204630	2.mid	
Chr15	2975000	0.145942	2.mid	
Chr15	3025000	0.169123	2.mid	
Chr15	3075000	0.258915	2.mid	
Chr15	3125000	0.169884	2.mid	
Chr15	3175000	0.218068	2.mid	
Chr15	3225000	0.167815	2.mid	
Chr15	3275000	0.101359	2.mid	
Chr15	3325000	0.301152	2.mid	
Chr15	3375000	0.153715	2.mid	
Chr15	3425000	0.171155	2.mid	
Chr15	3475000	0.192625	2.mid	
Chr15	3525000	0.265244	2.mid	
Chr15	3575000	0.177065	2.mid	
Chr15	3625000	0.138611	1.low	
Chr15	3675000	0.158180	1.low	
Chr15	3725000	0.118830	1.low	
Chr15	3775000	0.125715	1.low	
Chr15	3825000	0.279844	2.mid	
Chr15	3875000	0.105623	1.low	
Chr15	3925000	0.143614	1.low	
Chr15	3975000	0.169642	1.low	
Chr15	4025000	0.173106	1.low	
Chr15	4075000	0.107968	1.low	
Chr15	4125000	0.156440	1.low	
Chr15	4175000	0.080392	1.low	
Chr15	4225000	0.148418	1.low	
Chr15	4275000	0.187090	1.low	
Chr15	4325000	0.181652	1.low	
Chr15	4375000	0.101671	1.low	
Chr15	4425000	0.102394	1.low	
Chr15	4475000	0.139485	1.low	
Chr15	4525000	0.269157	2.mid	
Chr15	4575000	0.185875	2.mid	
Chr15	4625000	0.203768	2.mid	
Chr15	4675000	0.174793	2.mid	
Chr15	4725000	0.200131	2.mid	
Chr15	4775000	0.215844	2.mid	
Chr15	4825000	0.157760	2.mid	
Chr15	4875000	0.167711	2.mid	
Chr15	4925000	0.202144	2.mid	
Chr15	4975000	0.170132	2.mid	
Chr15	5025000	0.179511	2.mid	
Chr15	5075000	0.201661	2.mid	
Chr15	5125000	0.145203	2.mid	
Chr15	5175000	0.240368	2.mid	
Chr15	5225000	0.220454	2.mid	
Chr15	5275000	0.104215	2.mid	
Chr15	5325000	0.160237	2.mid	
Chr15	5375000	0.218010	2.mid	
Chr15	5425000	0.142281	2.mid	
Chr15	5475000	0.015008	2.mid	
Chr15	5525000	0.231629	2.mid	
Chr15	5575000	0.402295	3.high	
Chr15	5625000	0.293177	3.high	
Chr15	5675000	0.329297	3.high	
Chr15	5725000	0.180196	2.mid	
Chr15	5775000	0.181227	2.mid	
Chr15	5825000	0.092286	1.low	
Chr15	5875000	0.181381	1.low	
Chr15	5975000	0.136780	1.low	
Chr15	6025000	0.085383	1.low	
Chr15	6075000	0.063209	1.low	
Chr15	6175000	0.558712	3.high	
Chr15	6225000	0.185087	2.mid	
Chr15	6275000	0.189918	2.mid	
Chr15	6325000	0.136106	2.mid	
Chr15	6375000	0.289467	2.mid	
Chr15	6425000	0.191393	2.mid	
Chr15	6475000	0.112773	2.mid	
Chr15	6525000	0.183107	2.mid	
Chr15	6575000	0.238534	2.mid	
Chr15	6625000	0.318368	2.mid	
Chr15	6675000	0.089030	2.mid	
Chr15	6725000	0.182831	2.mid	
Chr15	6775000	0.394535	3.high	
Chr15	6825000	0.300570	3.high	
Chr15	6875000	0.161416	3.high	
Chr15	6925000	0.329312	3.high	
Chr15	6975000	0.370267	3.high	
Chr15	7025000	0.290749	3.high	
Chr15	7075000	0.115272	2.mid	
Chr15	7125000	0.059471	2.mid	
Chr15	7175000	0.215219	2.mid	
Chr15	7275000	0.170417	2.mid	
Chr15	7325000	0.415694	3.high	
Chr15	7375000	0.152844	2.mid	
Chr15	7425000	0.313792	2.mid	
Chr15	7475000	0.269863	2.mid	
Chr15	7525000	0.172316	2.mid	
Chr15	7575000	0.148912	2.mid	
Chr15	7625000	0.201940	2.mid	
Chr15	7675000	0.121836	2.mid	
Chr15	7725000	0.151805	2.mid	
Chr15	7775000	0.196282	2.mid	
Chr15	7825000	0.194033	2.mid	
Chr15	7875000	0.203204	2.mid	
Chr15	7925000	0.180120	2.mid	
Chr15	7975000	0.241794	2.mid	
Chr15	8025000	0.195609	2.mid	
Chr15	8075000	0.101595	1.low	
Chr15	8125000	0.121122	1.low	
Chr15	8175000	0.141581	1.low	
Chr15	8225000	0.132547	1.low	
Chr15	8275000	0.273147	2.mid	
Chr15	8325000	0.234886	2.mid	
Chr15	8375000	0.196686	2.mid	
Chr15	8425000	0.161120	1.low	
Chr15	8475000	0.120028	1.low	
Chr15	8525000	0.098158	1.low	
Chr15	8575000	0.130187	1.low	
Chr15	8625000	0.148275	1.low	
Chr15	8675000	0.284720	2.mid	
Chr15	8725000	0.128963	2.mid	
Chr15	8775000	0.144967	2.mid	
Chr15	8825000	0.188393	2.mid	
Chr15	8875000	0.305643	2.mid	
Chr15	8925000	0.276930	2.mid	
Chr15	8975000	0.199902	2.mid	
Chr15	9025000	0.301469	2.mid	
Chr15	9075000	0.255561	2.mid	
Chr15	9125000	0.181802	2.mid	
Chr15	9175000	0.225911	2.mid	
Chr15	9225000	0.298250	2.mid	
Chr15	9275000	0.133859	2.mid	
Chr15	9325000	0.150850	2.mid	
Chr15	9375000	0.179562	2.mid	
Chr15	9425000	0.313455	3.high	
Chr15	9475000	0.230299	3.high	
Chr15	9525000	0.395127	3.high	
Chr15	9575000	0.203402	2.mid	
Chr15	9625000	0.229222	2.mid	
Chr15	9675000	0.226685	2.mid	
Chr15	9725000	0.120540	2.mid	
Chr15	9775000	0.196663	2.mid	
Chr15	9825000	0.322455	2.mid	
Chr15	9875000	0.184624	2.mid	
Chr15	9925000	0.235650	2.mid	
Chr15	9975000	0.190487	2.mid	
Chr15	10025000	0.200156	2.mid	
Chr15	10075000	0.220240	2.mid	
Chr15	10125000	0.267523	2.mid	
Chr15	10175000	0.159545	2.mid	
Chr15	10225000	0.288568	3.high	
Chr15	10275000	0.348413	3.high	
Chr15	10325000	0.292197	3.high	
Chr15	10375000	0.298268	3.high	
Chr15	10425000	0.168558	2.mid	
Chr15	10475000	0.266146	2.mid	
Chr15	10525000	0.185064	2.mid	
Chr15	10575000	0.302385	3.high	
Chr15	10625000	0.394720	3.high	
Chr15	10675000	0.345049	3.high	
Chr15	10725000	0.153692	2.mid	
Chr15	10775000	0.234322	2.mid	
Chr15	10825000	0.156035	2.mid	
Chr15	10875000	0.213611	2.mid	
Chr15	10925000	0.195044	2.mid	
Chr15	10975000	0.226876	2.mid	
Chr15	11025000	0.224314	2.mid	
Chr15	11075000	0.379868	3.high	
Chr15	11125000	0.534499	3.high	
Chr15	11175000	0.639387	3.high	
Chr15	11225000	0.421973	3.high	
Chr15	11275000	0.370059	3.high	
Chr15	11325000	0.336055	3.high	
Chr15	11375000	0.268084	3.high	
Chr15	11425000	0.295158	3.high	
Chr15	11475000	0.239189	2.mid	
Chr15	11525000	0.204496	2.mid	
Chr15	11575000	0.246143	2.mid	
Chr15	11625000	0.323968	3.high	
Chr15	11675000	0.327627	3.high	
Chr15	11725000	0.220476	3.high	
Chr15	11775000	0.245926	3.high	
Chr15	11825000	0.354701	3.high	
Chr15	11875000	0.175673	2.mid	
Chr15	11925000	0.152993	2.mid	
Chr15	11975000	0.171371	2.mid	
Chr15	12025000	0.151292	2.mid	
Chr15	12075000	0.164712	2.mid	
Chr15	12125000	0.154270	2.mid	
Chr15	12175000	0.320355	2.mid	
Chr15	12225000	0.193979	2.mid	
Chr15	12275000	0.247706	2.mid	
Chr15	12325000	0.181711	2.mid	
Chr15	12375000	0.192253	2.mid	
Chr15	12425000	0.142482	2.mid	
Chr15	12475000	0.241674	2.mid	
Chr15	12525000	0.212357	2.mid	
Chr15	12575000	0.191099	2.mid	
Chr15	12625000	0.163408	2.mid	
Chr15	12675000	0.181255	2.mid	
Chr15	12725000	0.195484	2.mid	
Chr15	12775000	0.181006	2.mid	
Chr15	12825000	0.166961	1.low	
Chr15	12875000	0.132488	1.low	
Chr15	12925000	0.173102	1.low	
Chr15	12975000	0.165890	1.low	
Chr15	13025000	0.161282	1.low	
Chr15	13075000	0.165538	1.low	
Chr15	13125000	0.128507	1.low	
Chr15	13175000	0.167249	1.low	
Chr15	13225000	0.139729	1.low	
Chr15	13275000	0.096574	1.low	
Chr15	13325000	0.101732	1.low	
Chr15	13375000	0.140398	1.low	
Chr15	13425000	0.150907	1.low	
Chr15	13475000	0.272015	2.mid	
Chr15	13525000	0.129849	1.low	
Chr15	13575000	0.118556	1.low	
Chr15	13625000	0.089577	1.low	
Chr15	13675000	0.071337	1.low	
Chr15	13725000	0.100810	1.low	
Chr15	13775000	0.098711	1.low	
Chr15	13825000	0.086649	1.low	
Chr15	13875000	0.109007	1.low	
Chr15	13925000	0.193466	1.low	
Chr15	13975000	0.168736	1.low	
Chr15	14025000	0.132023	1.low	
Chr15	14075000	0.120386	1.low	
Chr15	14125000	0.185901	1.low	
Chr15	14175000	0.135024	1.low	
Chr15	14225000	0.161040	1.low	
Chr15	14275000	0.215836	2.mid	
Chr15	14325000	0.300118	2.mid	
Chr15	14375000	0.203469	2.mid	
Chr15	14425000	0.296594	3.high	
Chr15	14475000	0.298107	3.high	
Chr15	14525000	0.274900	3.high	
Chr15	14575000	0.377753	3.high	
Chr15	14625000	0.501077	3.high	
Chr15	14675000	0.505208	3.high	
Chr15	14725000	0.368745	3.high	
Chr15	14775000	0.255109	2.mid	
Chr15	14825000	0.212988	2.mid	
Chr15	14875000	0.240931	2.mid	
Chr15	14925000	0.165103	2.mid	
Chr15	14975000	0.196715	2.mid	
Chr15	15025000	0.229151	2.mid	
Chr15	15075000	0.265766	2.mid	
Chr15	15125000	0.182804	2.mid	
Chr15	15175000	0.234470	2.mid	
Chr15	15225000	0.191421	2.mid	
Chr16	75000	0.117797	1.low	
Chr16	125000	0.227095	2.mid	
Chr16	175000	0.366856	3.high	
Chr16	225000	0.203763	2.mid	
Chr16	275000	0.153571	2.mid	
Chr16	325000	0.193094	2.mid	
Chr16	375000	0.160302	1.low	
Chr16	425000	0.174186	1.low	
Chr16	475000	0.144174	1.low	
Chr16	525000	0.125699	1.low	
Chr16	575000	0.130120	1.low	
Chr16	625000	0.153299	1.low	
Chr16	675000	0.181816	1.low	
Chr16	725000	0.122310	1.low	
Chr16	775000	0.194552	2.mid	
Chr16	825000	0.205227	2.mid	
Chr16	875000	0.183949	2.mid	
Chr16	925000	0.184885	2.mid	
Chr16	975000	0.291449	3.high	
Chr16	1025000	0.378743	3.high	
Chr16	1075000	0.309400	3.high	
Chr16	1125000	0.248406	2.mid	
Chr16	1175000	0.163723	2.mid	
Chr16	1225000	0.217446	2.mid	
Chr16	1275000	0.105964	1.low	
Chr16	1325000	0.125687	1.low	
Chr16	1375000	0.130541	1.low	
Chr16	1425000	0.128432	1.low	
Chr16	1475000	0.145077	1.low	
Chr16	1525000	0.193259	1.low	
Chr16	1575000	0.151863	1.low	
Chr16	1625000	0.152075	1.low	
Chr16	1675000	0.176278	2.mid	
Chr16	1725000	0.188415	2.mid	
Chr16	1775000	0.257427	2.mid	
Chr16	1825000	0.178169	2.mid	
Chr16	1875000	0.160454	1.low	
Chr16	1925000	0.103392	1.low	
Chr16	1975000	0.122489	1.low	
Chr16	2025000	0.115628	1.low	
Chr16	2075000	0.157001	1.low	
Chr16	2125000	0.176967	1.low	
Chr16	2175000	0.159499	1.low	
Chr16	2225000	0.115307	1.low	
Chr16	2275000	0.162924	1.low	
Chr16	2325000	0.232976	1.low	
Chr16	2375000	0.164198	1.low	
Chr16	2425000	0.104908	1.low	
Chr16	2475000	0.122766	1.low	
Chr16	2525000	0.299675	2.mid	
Chr16	2575000	0.158425	1.low	
Chr16	2625000	0.172217	1.low	
Chr16	2675000	0.141562	1.low	
Chr16	2725000	0.155017	1.low	
Chr16	2775000	0.146011	1.low	
Chr16	2825000	0.132439	1.low	
Chr16	2875000	0.125501	1.low	
Chr16	2925000	0.144319	1.low	
Chr16	2975000	0.167846	1.low	
Chr16	3025000	0.163920	1.low	
Chr16	3075000	0.147376	1.low	
Chr16	3125000	0.171446	1.low	
