region	chr	midPos	Nsites
(1522819,1531686)(6001050,6049999)(6000000,6050000)	scaffold_2078	6025000	8869	0.207032
(1531687,1540398)(6050000,6090641)(6050000,6100000)	scaffold_2078	6075000	8713	0.182029
(1540399,1544045)(6101997,6141664)(6100000,6150000)	scaffold_2078	6125000	3648	0.226106
(1544046,1547060)(6158326,6190409)(6150000,6200000)	scaffold_2078	6175000	3016	0.238010
(1547061,1550330)(6201167,6249131)(6200000,6250000)	scaffold_2078	6225000	3271	0.140986
(1550331,1557754)(6266706,6296788)(6250000,6300000)	scaffold_2078	6275000	7425	0.141686
(1557755,1564620)(6314691,6326591)(6300000,6350000)	scaffold_2078	6325000	6867	0.115509
(1564621,1567781)(6350925,6369134)(6350000,6400000)	scaffold_2078	6375000	3162	0.185753
(1567782,1572748)(6400250,6406437)(6400000,6450000)	scaffold_2078	6425000	4968	0.169260
(1572749,1573712)(6457888,6499586)(6450000,6500000)	scaffold_2078	6475000	965	0.129757
(1573713,1576727)(6503627,6508886)(6500000,6550000)	scaffold_2078	6525000	3016	0.056859
(1576728,1577470)(6552403,6599126)(6550000,6600000)	scaffold_2078	6575000	744	0.188095
(1577471,1580440)(6608471,6632176)(6600000,6650000)	scaffold_2078	6625000	2971	0.059824
(1580441,1580465)(6652263,6652301)(6650000,6700000)	scaffold_2078	6675000	26	0.132299
(1580466,1581038)(6704260,6705988)(6700000,6750000)	scaffold_2078	6725000	574	0.129949
(1581039,1581180)(6798190,6798331)(6750000,6800000)	scaffold_2078	6775000	143	0.322276
(1581181,1581700)(6821014,6844500)(6800000,6850000)	scaffold_2078	6825000	521	0.158195
(1581701,1587931)(6937467,6946352)(6900000,6950000)	scaffold_2078	6925000	6232	0.110095
(1587932,1588565)(6951154,6996269)(6950000,7000000)	scaffold_2078	6975000	635	0.156419
(1588566,1597346)(7009408,7031594)(7000000,7050000)	scaffold_2078	7025000	8782	0.105450
(1597347,1597415)(7051626,7051696)(7050000,7100000)	scaffold_2078	7075000	70	0.131284
(1597416,1599330)(7132925,7136155)(7100000,7150000)	scaffold_2078	7125000	1916	0.119711
(1599331,1600780)(7163451,7196279)(7150000,7200000)	scaffold_2078	7175000	1451	0.095864
(1600781,1609861)(7214228,7234876)(7200000,7250000)	scaffold_2078	7225000	9082	0.123138
(1609862,1609877)(7299984,7299999)(7250000,7300000)	scaffold_2078	7275000	17	0.075306
(1609878,1614923)(7300000,7344836)(7300000,7350000)	scaffold_2078	7325000	5047	0.108343
(1614924,1615754)(7350660,7384356)(7350000,7400000)	scaffold_2078	7375000	832	0.132957
(1615755,1616972)(7405426,7431568)(7400000,7450000)	scaffold_2078	7425000	1219	0.229220
(1616973,1622570)(7457189,7487782)(7450000,7500000)	scaffold_2078	7475000	5599	0.160361
(1622571,1623001)(7523546,7528792)(7500000,7550000)	scaffold_2078	7525000	432	0.140422
(1623002,1630415)(7562759,7592087)(7550000,7600000)	scaffold_2078	7575000	7415	0.136151
(1630416,1636581)(7601823,7631991)(7600000,7650000)	scaffold_2078	7625000	6167	0.128713
(1636582,1639391)(7668229,7681934)(7650000,7700000)	scaffold_2078	7675000	2811	0.134534
(1639392,1640190)(7774729,7790303)(7750000,7800000)	scaffold_2078	7775000	800	0.152147
(1640191,1646238)(7811577,7840758)(7800000,7850000)	scaffold_2078	7825000	6049	0.111497
(1646239,1656366)(7853889,7897428)(7850000,7900000)	scaffold_2078	7875000	10129	0.085912
(1656367,1659379)(7901014,7927646)(7900000,7950000)	scaffold_2078	7925000	3014	0.247051
(1659380,1663748)(7954308,7998679)(7950000,8000000)	scaffold_2078	7975000	4370	0.136725
(1663749,1675337)(8009031,8047606)(8000000,8050000)	scaffold_2078	8025000	11590	0.137213
(1675338,1687851)(8054375,8097446)(8050000,8100000)	scaffold_2078	8075000	12515	0.106826
(1687852,1695283)(8102008,8136901)(8100000,8150000)	scaffold_2078	8125000	7433	0.126103
(1695284,1707916)(8150654,8198181)(8150000,8200000)	scaffold_2078	8175000	12634	0.087426
(1707917,1717042)(8213815,8239450)(8200000,8250000)	scaffold_2078	8225000	9127	0.123880
(1717043,1728510)(8255359,8299835)(8250000,8300000)	scaffold_2078	8275000	11469	0.162532
(1728511,1736025)(8300247,8329893)(8300000,8350000)	scaffold_2078	8325000	7516	0.143838
(1736026,1745908)(8351855,8399999)(8350000,8400000)	scaffold_2078	8375000	9884	0.193427
(1745909,1757385)(8400000,8446480)(8400000,8450000)	scaffold_2078	8425000	11478	0.138013
(1757386,1770753)(8450548,8499622)(8450000,8500000)	scaffold_2078	8475000	13369	0.131418
(1770754,1773188)(8500073,8513754)(8500000,8550000)	scaffold_2078	8525000	2436	0.347978
(1773189,1778636)(8560104,8592106)(8550000,8600000)	scaffold_2078	8575000	5449	0.356479
(1778637,1791869)(8611446,8649001)(8600000,8650000)	scaffold_2078	8625000	13234	0.273642
(1791870,1805962)(8650524,8696630)(8650000,8700000)	scaffold_2078	8675000	14094	0.237645
(1805963,1822412)(8702501,8749327)(8700000,8750000)	scaffold_2078	8725000	16451	0.209877
(1822413,1832699)(8759301,8796486)(8750000,8800000)	scaffold_2078	8775000	10288	0.252267
(1832700,1835699)(8822911,8846174)(8800000,8850000)	scaffold_2078	8825000	3001	0.223034
(1835700,1853490)(8856281,8897329)(8850000,8900000)	scaffold_2078	8875000	17792	0.173644
(1853491,1861154)(8905003,8949991)(8900000,8950000)	scaffold_2078	8925000	7665	0.258762
(1861155,1880695)(8950036,8989077)(8950000,9000000)	scaffold_2078	8975000	19542	0.253715
(1880696,1888828)(9007646,9045929)(9000000,9050000)	scaffold_2078	9025000	8134	0.336083
(1888829,1903181)(9054781,9098954)(9050000,9100000)	scaffold_2078	9075000	14354	0.197019
(1903182,1913683)(9100650,9149999)(9100000,9150000)	scaffold_2078	9125000	10503	0.126438
(1913684,1927816)(9150000,9199999)(9150000,9200000)	scaffold_2078	9175000	14134	0.195922
(1927817,1947824)(9200000,9248778)(9200000,9250000)	scaffold_2078	9225000	20009	0.144029
(1947825,1953361)(9251960,9291803)(9250000,9300000)	scaffold_2078	9275000	5538	0.260840
(1953362,1962453)(9312133,9346199)(9300000,9350000)	scaffold_2078	9325000	9093	0.129993
(1962454,1970956)(9351515,9397782)(9350000,9400000)	scaffold_2078	9375000	8504	0.190169
(1970957,1983462)(9409475,9439237)(9400000,9450000)	scaffold_2078	9425000	12507	0.169389
(1983463,1997653)(9453073,9498513)(9450000,9500000)	scaffold_2078	9475000	14192	0.198595
(1997654,2004673)(9501796,9549999)(9500000,9550000)	scaffold_2078	9525000	7021	0.212804
(2004674,2013243)(9550000,9599999)(9550000,9600000)	scaffold_2078	9575000	8571	0.101962
(2013244,2023299)(9600001,9646642)(9600000,9650000)	scaffold_2078	9625000	10057	0.195715
(2023300,2033075)(9662825,9699871)(9650000,9700000)	scaffold_2078	9675000	9777	0.296493
(2033076,2040196)(9703340,9741940)(9700000,9750000)	scaffold_2078	9725000	7122	0.397309
(2040197,2044002)(9753701,9786110)(9750000,9800000)	scaffold_2078	9775000	3807	0.130319
(2044003,2051271)(9800607,9848721)(9800000,9850000)	scaffold_2078	9825000	7270	0.195477
(2051272,2056467)(9852527,9879888)(9850000,9900000)	scaffold_2078	9875000	5197	0.293394
(2056468,2060102)(9902995,9941696)(9900000,9950000)	scaffold_2078	9925000	3636	0.271906
(2060103,2065196)(9954455,9996660)(9950000,10000000)	scaffold_2078	9975000	5095	0.216921
(2065197,2077602)(10001251,10048794)(10000000,10050000)	scaffold_2078	10025000	12407	0.115376
(2077603,2084875)(10052741,10099999)(10050000,10100000)	scaffold_2078	10075000	7274	0.188513
(2084876,2105509)(10100000,10147415)(10100000,10150000)	scaffold_2078	10125000	20635	0.197230
(2105510,2114938)(10151890,10199827)(10150000,10200000)	scaffold_2078	10175000	9430	0.139352
(2114939,2127517)(10200511,10248275)(10200000,10250000)	scaffold_2078	10225000	12580	0.229245
(2127518,2143303)(10250060,10299707)(10250000,10300000)	scaffold_2078	10275000	15787	0.206582
(2143304,2161411)(10300049,10344979)(10300000,10350000)	scaffold_2078	10325000	18109	0.144202
(2161412,2168951)(10351152,10398682)(10350000,10400000)	scaffold_2078	10375000	7541	0.244240
(2168952,2184866)(10407615,10449446)(10400000,10450000)	scaffold_2078	10425000	15916	0.209391
(2184867,2195023)(10451791,10499999)(10450000,10500000)	scaffold_2078	10475000	10158	0.167155
(2195024,2218733)(10500000,10549029)(10500000,10550000)	scaffold_2078	10525000	23711	0.211621
(2218734,2237301)(10552278,10598929)(10550000,10600000)	scaffold_2078	10575000	18569	0.220818
(2237302,2259656)(10601296,10648353)(10600000,10650000)	scaffold_2078	10625000	22356	0.225530
(2259657,2273960)(10652930,10691111)(10650000,10700000)	scaffold_2078	10675000	14305	0.218210
(2273961,2278521)(10703368,10749999)(10700000,10750000)	scaffold_2078	10725000	4562	0.228396
(2278522,2307171)(10750000,10794170)(10750000,10800000)	scaffold_2078	10775000	28651	0.202061
(2307172,2328422)(10802788,10849999)(10800000,10850000)	scaffold_2078	10825000	21252	0.278184
(2328423,2352312)(10850000,10899999)(10850000,10900000)	scaffold_2078	10875000	23891	0.241663
(2352313,2362089)(10900000,10949999)(10900000,10950000)	scaffold_2078	10925000	9778	0.162395
(2362090,2388381)(10950000,10999138)(10950000,11000000)	scaffold_2078	10975000	26293	0.189254
(2388382,2407325)(11001433,11048100)(11000000,11050000)	scaffold_2078	11025000	18945	0.254467
(2407326,2430517)(11052704,11098609)(11050000,11100000)	scaffold_2078	11075000	23193	0.276198
(2430518,2445174)(11103635,11148965)(11100000,11150000)	scaffold_2078	11125000	14658	0.128469
(2445175,2471303)(11151215,11197917)(11150000,11200000)	scaffold_2078	11175000	26130	0.100641
(2471304,2478100)(11200876,11248376)(11200000,11250000)	scaffold_2078	11225000	6798	0.192956
(2478101,2483188)(11253098,11290428)(11250000,11300000)	scaffold_2078	11275000	5089	0.117502
(2483189,2485200)(11318861,11342481)(11300000,11350000)	scaffold_2078	11325000	2013	0.116813
(2485201,2490219)(11353552,11394187)(11350000,11400000)	scaffold_2078	11375000	5020	0.116920
(2490220,2494459)(11401161,11449231)(11400000,11450000)	scaffold_2078	11425000	4241	0.210910
(2494460,2503568)(11450220,11499590)(11450000,11500000)	scaffold_2078	11475000	9110	0.106270
(2503569,2515612)(11500178,11549957)(11500000,11550000)	scaffold_2078	11525000	12045	0.137870
(2515613,2525262)(11550035,11599999)(11550000,11600000)	scaffold_2078	11575000	9651	0.157951
(2525263,2538610)(11600000,11649246)(11600000,11650000)	scaffold_2078	11625000	13349	0.153269
(2538611,2554530)(11650816,11697220)(11650000,11700000)	scaffold_2078	11675000	15921	0.147858
(2554531,2578842)(11701166,11749999)(11700000,11750000)	scaffold_2078	11725000	24313	0.180451
(2578843,2603814)(11750000,11797916)(11750000,11800000)	scaffold_2078	11775000	24973	0.131405
(2603815,2636359)(11800906,11849999)(11800000,11850000)	scaffold_2078	11825000	32546	0.147051
(2636360,2662366)(11850000,11897644)(11850000,11900000)	scaffold_2078	11875000	26008	0.121675
(2662367,2683157)(11901148,11943444)(11900000,11950000)	scaffold_2078	11925000	20792	0.072592
(2683158,2691304)(11964515,11999630)(11950000,12000000)	scaffold_2078	11975000	8148	0.099211
(2691305,2700649)(12000380,12049999)(12000000,12050000)	scaffold_2078	12025000	9346	0.126826
(2700650,2706821)(12050000,12083500)(12050000,12100000)	scaffold_2078	12075000	6173	0.124976
(2706822,2714494)(12119300,12149949)(12100000,12150000)	scaffold_2078	12125000	7674	0.105189
(2714495,2724617)(12150018,12199999)(12150000,12200000)	scaffold_2078	12175000	10124	0.091469
(2724618,2733944)(12200000,12249999)(12200000,12250000)	scaffold_2078	12225000	9328	0.109182
(2733945,2748792)(12250000,12299999)(12250000,12300000)	scaffold_2078	12275000	14849	0.098232
(2748793,2773388)(12300000,12349999)(12300000,12350000)	scaffold_2078	12325000	24597	0.092238
(2773389,2800188)(12350000,12399999)(12350000,12400000)	scaffold_2078	12375000	26801	0.110899
(2800189,2817297)(12400000,12449999)(12400000,12450000)	scaffold_2078	12425000	17110	0.193498
(2817298,2840022)(12450000,12499999)(12450000,12500000)	scaffold_2078	12475000	22726	0.268856
(2840023,2866630)(12500000,12549353)(12500000,12550000)	scaffold_2078	12525000	26609	0.250685
(2866631,2888163)(12552623,12597620)(12550000,12600000)	scaffold_2078	12575000	21534	0.297023
(2888164,2897747)(12600259,12635118)(12600000,12650000)	scaffold_2078	12625000	9585	0.165040
(2897748,2905473)(12651203,12699999)(12650000,12700000)	scaffold_2078	12675000	7727	0.098071
(2905474,2929592)(12700000,12749928)(12700000,12750000)	scaffold_2078	12725000	24120	0.194380
(2929593,2951502)(12750117,12799999)(12750000,12800000)	scaffold_2078	12775000	21911	0.194340
(2951503,2977466)(12800000,12849999)(12800000,12850000)	scaffold_2078	12825000	25965	0.154894
(2977467,2995986)(12850000,12896668)(12850000,12900000)	scaffold_2078	12875000	18521	0.250683
(2995987,3012428)(12909224,12948193)(12900000,12950000)	scaffold_2078	12925000	16443	0.254051
(3012429,3029216)(12950522,12999999)(12950000,13000000)	scaffold_2078	12975000	16789	0.161881
(3029217,3040814)(13000000,13049999)(13000000,13050000)	scaffold_2078	13025000	11599	0.092471
(3040815,3062884)(13050000,13097919)(13050000,13100000)	scaffold_2078	13075000	22071	0.135092
(3062885,3081896)(13100221,13149999)(13100000,13150000)	scaffold_2078	13125000	19013	0.115136
(3081897,3104767)(13150000,13197057)(13150000,13200000)	scaffold_2078	13175000	22872	0.088107
(3104768,3114798)(13200038,13249764)(13200000,13250000)	scaffold_2078	13225000	10032	0.141471
(3114799,3121359)(13254829,13290798)(13250000,13300000)	scaffold_2078	13275000	6562	0.134324
(3121360,3145837)(13305389,13349999)(13300000,13350000)	scaffold_2078	13325000	24479	0.129851
(3145838,3161328)(13350000,13399789)(13350000,13400000)	scaffold_2078	13375000	15492	0.111741
(3161329,3178610)(13404372,13449999)(13400000,13450000)	scaffold_2078	13425000	17283	0.146737
(3178611,3196561)(13450000,13498756)(13450000,13500000)	scaffold_2078	13475000	17952	0.175519
(3196562,3216064)(13508013,13548196)(13500000,13550000)	scaffold_2078	13525000	19504	0.134219
(3216065,3232575)(13552010,13597603)(13550000,13600000)	scaffold_2078	13575000	16512	0.136463
(3232576,3250776)(13600222,13647173)(13600000,13650000)	scaffold_2078	13625000	18202	0.126431
(3250777,3278359)(13650379,13694977)(13650000,13700000)	scaffold_2078	13675000	27584	0.102095
(3278360,3296373)(13700333,13749362)(13700000,13750000)	scaffold_2078	13725000	18015	0.181419
(3296374,3300989)(13750229,13796557)(13750000,13800000)	scaffold_2078	13775000	4617	0.150652
(3300990,3321198)(13800424,13848474)(13800000,13850000)	scaffold_2078	13825000	20210	0.151778
(3321199,3334005)(13850211,13899999)(13850000,13900000)	scaffold_2078	13875000	12808	0.185432
(3334006,3345324)(13900000,13948410)(13900000,13950000)	scaffold_2078	13925000	11320	0.173424
(3345325,3361840)(13951516,13999999)(13950000,14000000)	scaffold_2078	13975000	16517	0.204892
(3361841,3387142)(14000000,14049999)(14000000,14050000)	scaffold_2078	14025000	25303	0.294228
(3387143,3415600)(14050000,14099543)(14050000,14100000)	scaffold_2078	14075000	28459	0.211801
(3415601,3433641)(14100107,14147064)(14100000,14150000)	scaffold_2078	14125000	18042	0.170212
(3433642,3453496)(14151565,14199999)(14150000,14200000)	scaffold_2078	14175000	19856	0.210589
(3453497,3477116)(14200000,14249728)(14200000,14250000)	scaffold_2078	14225000	23621	0.148170
(3477117,3494508)(14250592,14294756)(14250000,14300000)	scaffold_2078	14275000	17393	0.147826
(3494509,3510138)(14302638,14349999)(14300000,14350000)	scaffold_2078	14325000	15631	0.108066
(3510139,3518547)(14350000,14399999)(14350000,14400000)	scaffold_2078	14375000	8410	0.108991
(3518548,3548524)(14400000,14449999)(14400000,14450000)	scaffold_2078	14425000	29978	0.093914
(3548525,3565968)(14450000,14490622)(14450000,14500000)	scaffold_2078	14475000	17445	0.182364
(3565969,3581240)(14512057,14549911)(14500000,14550000)	scaffold_2078	14525000	15273	0.128167
(3581241,3602069)(14550015,14598929)(14550000,14600000)	scaffold_2078	14575000	20830	0.125698
(3602070,3612235)(14600130,14639417)(14600000,14650000)	scaffold_2078	14625000	10167	0.135316
(3612236,3632163)(14650974,14699745)(14650000,14700000)	scaffold_2078	14675000	19929	0.163495
(3632164,3658180)(14700942,14749999)(14700000,14750000)	scaffold_2078	14725000	26018	0.143863
(3658181,3685397)(14750000,14799792)(14750000,14800000)	scaffold_2078	14775000	27218	0.134845
(3685398,3706858)(14801601,14847827)(14800000,14850000)	scaffold_2078	14825000	21462	0.112327
(3706859,3730898)(14850314,14899374)(14850000,14900000)	scaffold_2078	14875000	24041	0.136872
(3730899,3734523)(14915788,14944221)(14900000,14950000)	scaffold_2078	14925000	3626	0.104054
(3734524,3757611)(14950060,14999999)(14950000,15000000)	scaffold_2078	14975000	23089	0.234795
(3757612,3775587)(15000000,15049999)(15000000,15050000)	scaffold_2078	15025000	17977	0.130120
(3775588,3786444)(15050000,15094802)(15050000,15100000)	scaffold_2078	15075000	10858	0.103928
(3786445,3792245)(15100839,15144583)(15100000,15150000)	scaffold_2078	15125000	5802	0.108899
(3792246,3795508)(15160213,15199643)(15150000,15200000)	scaffold_2078	15175000	3264	0.120139
(3795509,3803740)(15200044,15242478)(15200000,15250000)	scaffold_2078	15225000	8233	0.116545
(3803741,3832295)(15251264,15297868)(15250000,15300000)	scaffold_2078	15275000	28556	0.128350
(3832296,3849990)(15302131,15349999)(15300000,15350000)	scaffold_2078	15325000	17696	0.188396
(3849991,3868639)(15350000,15396643)(15350000,15400000)	scaffold_2078	15375000	18650	0.148412
(3868640,3885238)(15406983,15449999)(15400000,15450000)	scaffold_2078	15425000	16600	0.104276
(3885239,3913792)(15450000,15499999)(15450000,15500000)	scaffold_2078	15475000	28555	0.178298
(3913793,3925637)(15500000,15539668)(15500000,15550000)	scaffold_2078	15525000	11846	0.190043
(3925638,3950088)(15550136,15597996)(15550000,15600000)	scaffold_2078	15575000	24452	0.184449
(3950089,3962087)(15605353,15649468)(15600000,15650000)	scaffold_2078	15625000	12000	0.088810
(3962088,3965035)(15650037,15694213)(15650000,15700000)	scaffold_2078	15675000	2949	0.109552
(3965036,3969367)(15732871,15740012)(15700000,15750000)	scaffold_2078	15725000	4333	0.056578
(3969368,3978488)(15758611,15794362)(15750000,15800000)	scaffold_2078	15775000	9122	0.109812
(3978489,3987704)(15809095,15849963)(15800000,15850000)	scaffold_2078	15825000	9217	0.089590
(3987705,3991188)(15850281,15894971)(15850000,15900000)	scaffold_2078	15875000	3485	0.126554
(3991189,4011947)(15908094,15946772)(15900000,15950000)	scaffold_2078	15925000	20760	0.103682
(4011948,4027596)(15965467,15999999)(15950000,16000000)	scaffold_2078	15975000	15650	0.093413
(4027597,4055945)(16000000,16049999)(16000000,16050000)	scaffold_2078	16025000	28350	0.075597
(1731,2098)(51814,66831)(50000,100000)	scaffold_21	75000	369	0.133773
(2099,2495)(128541,128937)(100000,150000)	scaffold_21	125000	398	0.145389
(2496,2955)(189404,189865)(150000,200000)	scaffold_21	175000	461	0.058996
(2956,3602)(250306,261343)(250000,300000)	scaffold_21	275000	648	0.068943
(3603,6895)(333191,341887)(300000,350000)	scaffold_21	325000	3294	0.141293
(6896,9903)(417335,439467)(400000,450000)	scaffold_21	425000	3009	0.133508
(9904,9929)(455454,455479)(450000,500000)	scaffold_21	475000	27	0.034660
(9930,10137)(512213,518992)(500000,550000)	scaffold_21	525000	209	0.100890
(10138,10672)(562766,597856)(550000,600000)	scaffold_21	575000	536	0.113144
(10673,11368)(607843,646968)(600000,650000)	scaffold_21	625000	697	0.200161
(11369,12028)(670173,678128)(650000,700000)	scaffold_21	675000	661	0.122281
(12029,12304)(714086,746194)(700000,750000)	scaffold_21	725000	277	0.167349
(9230,16187)(52492,63527)(50000,100000)	scaffold_213	75000	6959	0.097548
(13975,39902)(56175,98083)(50000,100000)	scaffold_2146	75000	25929	0.194492
(39903,79221)(100347,149090)(100000,150000)	scaffold_2146	125000	39320	0.206970
(79222,96503)(152609,199999)(150000,200000)	scaffold_2146	175000	17283	0.249338
(96504,121317)(200000,249936)(200000,250000)	scaffold_2146	225000	24815	0.206928
(121318,149775)(250269,299824)(250000,300000)	scaffold_2146	275000	28459	0.200457
(149776,168529)(300209,349999)(300000,350000)	scaffold_2146	325000	18755	0.174103
(168530,182337)(350000,395829)(350000,400000)	scaffold_2146	375000	13809	0.166554
(182338,200201)(401037,449999)(400000,450000)	scaffold_2146	425000	17865	0.419097
(200202,232499)(450000,499999)(450000,500000)	scaffold_2146	475000	32299	0.257900
(232500,255636)(500000,545503)(500000,550000)	scaffold_2146	525000	23138	0.268761
(255637,275339)(555185,599999)(550000,600000)	scaffold_2146	575000	19704	0.182464
(275340,303164)(600000,649711)(600000,650000)	scaffold_2146	625000	27826	0.195859
(303165,313472)(650235,697343)(650000,700000)	scaffold_2146	675000	10309	0.203547
(313473,323345)(701912,749999)(700000,750000)	scaffold_2146	725000	9874	0.143640
(323346,334910)(750000,799953)(750000,800000)	scaffold_2146	775000	11566	0.083062
(334911,338615)(801430,842807)(800000,850000)	scaffold_2146	825000	3706	0.183790
(338616,345337)(853424,899999)(850000,900000)	scaffold_2146	875000	6723	0.101407
(345338,354229)(900000,949697)(900000,950000)	scaffold_2146	925000	8893	0.102741
(354230,363174)(951083,995369)(950000,1000000)	scaffold_2146	975000	8946	0.107488
(363175,387303)(1009421,1048832)(1000000,1050000)	scaffold_2146	1025000	24130	0.188240
(387304,409700)(1050108,1098290)(1050000,1100000)	scaffold_2146	1075000	22398	0.259722
(409701,419005)(1101169,1147841)(1100000,1150000)	scaffold_2146	1125000	9306	0.133889
(419006,421645)(1151176,1196898)(1150000,1200000)	scaffold_2146	1175000	2641	0.169060
(421646,441419)(1204053,1249999)(1200000,1250000)	scaffold_2146	1225000	19775	0.207507
(441420,461475)(1250000,1296478)(1250000,1300000)	scaffold_2146	1275000	20057	0.162161
(461476,488372)(1300044,1345948)(1300000,1350000)	scaffold_2146	1325000	26898	0.258733
(488373,503922)(1358604,1399999)(1350000,1400000)	scaffold_2146	1375000	15551	0.278480
(503923,530815)(1400000,1449999)(1400000,1450000)	scaffold_2146	1425000	26894	0.264920
(530816,552658)(1450000,1499999)(1450000,1500000)	scaffold_2146	1475000	21844	0.188367
(552659,561750)(1500000,1549999)(1500000,1550000)	scaffold_2146	1525000	9093	0.254119
(561751,582117)(1550000,1599999)(1550000,1600000)	scaffold_2146	1575000	20368	0.276626
(582118,599849)(1600000,1647903)(1600000,1650000)	scaffold_2146	1625000	17733	0.285996
(599850,629419)(1651729,1699527)(1650000,1700000)	scaffold_2146	1675000	29571	0.253443
(629420,649138)(1702388,1749207)(1700000,1750000)	scaffold_2146	1725000	19720	0.137348
(649139,672197)(1750286,1799906)(1750000,1800000)	scaffold_2146	1775000	23060	0.314295
(672198,696258)(1800660,1849909)(1800000,1850000)	scaffold_2146	1825000	24062	0.210450
(696259,716991)(1850735,1899766)(1850000,1900000)	scaffold_2146	1875000	20734	0.184084
(716992,745134)(1900409,1949999)(1900000,1950000)	scaffold_2146	1925000	28144	0.205650
(745135,777370)(1950000,1999999)(1950000,2000000)	scaffold_2146	1975000	32237	0.225764
(777371,800723)(2000000,2045120)(2000000,2050000)	scaffold_2146	2025000	23354	0.250716
(800724,813231)(2052198,2099999)(2050000,2100000)	scaffold_2146	2075000	12509	0.129696
(813232,837686)(2100000,2147842)(2100000,2150000)	scaffold_2146	2125000	24456	0.216531
(837687,856061)(2152219,2199999)(2150000,2200000)	scaffold_2146	2175000	18376	0.248162
(856062,877101)(2200000,2244227)(2200000,2250000)	scaffold_2146	2225000	21041	0.273899
(877102,894132)(2250025,2297461)(2250000,2300000)	scaffold_2146	2275000	17032	0.287300
(894133,915846)(2300805,2348074)(2300000,2350000)	scaffold_2146	2325000	21715	0.221793
(915847,939624)(2350090,2399999)(2350000,2400000)	scaffold_2146	2375000	23779	0.220713
(939625,964501)(2400000,2449999)(2400000,2450000)	scaffold_2146	2425000	24878	0.186223
(964502,985096)(2450000,2499999)(2450000,2500000)	scaffold_2146	2475000	20596	0.220389
(985097,1007082)(2500000,2548571)(2500000,2550000)	scaffold_2146	2525000	21987	0.187291
(1007083,1019182)(2550478,2599985)(2550000,2600000)	scaffold_2146	2575000	12101	0.165974
(1019183,1025708)(2600185,2649999)(2600000,2650000)	scaffold_2146	2625000	6527	0.221924
(1025709,1047162)(2650000,2699999)(2650000,2700000)	scaffold_2146	2675000	21455	0.229564
(1047163,1064020)(2700000,2749308)(2700000,2750000)	scaffold_2146	2725000	16859	0.288496
(1064021,1094005)(2752415,2798266)(2750000,2800000)	scaffold_2146	2775000	29986	0.320954
(1094006,1115913)(2801226,2848820)(2800000,2850000)	scaffold_2146	2825000	21909	0.190677
(1115914,1128790)(2850282,2899999)(2850000,2900000)	scaffold_2146	2875000	12878	0.322798
(1128791,1150959)(2900000,2949561)(2900000,2950000)	scaffold_2146	2925000	22170	0.250920
(1150960,1172515)(2955989,2998477)(2950000,3000000)	scaffold_2146	2975000	21557	0.243494
(1172516,1181316)(3000091,3049894)(3000000,3050000)	scaffold_2146	3025000	8802	0.257623
(1181317,1198105)(3050610,3095338)(3050000,3100000)	scaffold_2146	3075000	16790	0.321499
(1198106,1213441)(3100354,3145827)(3100000,3150000)	scaffold_2146	3125000	15337	0.172608
(1213442,1233910)(3150044,3199999)(3150000,3200000)	scaffold_2146	3175000	20470	0.225900
(1233911,1252473)(3200000,3249999)(3200000,3250000)	scaffold_2146	3225000	18564	0.368233
(1252474,1273613)(3250000,3299999)(3250000,3300000)	scaffold_2146	3275000	21141	0.242807
(1273614,1291345)(3300000,3340405)(3300000,3350000)	scaffold_2146	3325000	17733	0.314656
(1291346,1291780)(3364339,3389593)(3350000,3400000)	scaffold_2146	3375000	436	0.395178
(1291781,1297020)(3401397,3438365)(3400000,3450000)	scaffold_2146	3425000	5241	0.369982
(1297021,1298129)(3451587,3491774)(3450000,3500000)	scaffold_2146	3475000	1110	0.160893
(1298130,1300052)(3508166,3548663)(3500000,3550000)	scaffold_2146	3525000	1924	0.315288
(1300053,1304494)(3566874,3596675)(3550000,3600000)	scaffold_2146	3575000	4443	0.438926
(1304495,1312999)(3601771,3634446)(3600000,3650000)	scaffold_2146	3625000	8506	0.250138
(1313000,1318293)(3666073,3694489)(3650000,3700000)	scaffold_2146	3675000	5295	0.187080
(1318294,1319344)(3706607,3745375)(3700000,3750000)	scaffold_2146	3725000	1052	0.089123
(1319345,1330059)(3756623,3799742)(3750000,3800000)	scaffold_2146	3775000	10716	0.099502
(1330060,1336608)(3806439,3849659)(3800000,3850000)	scaffold_2146	3825000	6550	0.315082
(1336609,1340064)(3850299,3894743)(3850000,3900000)	scaffold_2146	3875000	3457	0.102369
(1340065,1344509)(3903974,3949998)(3900000,3950000)	scaffold_2146	3925000	4446	0.175709
(1344510,1348613)(3950000,3999020)(3950000,4000000)	scaffold_2146	3975000	4105	0.161116
(1348614,1365145)(4010218,4046037)(4000000,4050000)	scaffold_2146	4025000	16533	0.112238
(1365146,1371635)(4050005,4099000)(4050000,4100000)	scaffold_2146	4075000	6491	0.179529
(1371636,1380112)(4111216,4146076)(4100000,4150000)	scaffold_2146	4125000	8478	0.196429
(1380113,1386396)(4159597,4191936)(4150000,4200000)	scaffold_2146	4175000	6285	0.169788
(1386397,1392977)(4208601,4246237)(4200000,4250000)	scaffold_2146	4225000	6582	0.196409
(1392978,1404014)(4258921,4296727)(4250000,4300000)	scaffold_2146	4275000	11038	0.241847
(1404015,1413373)(4313458,4349999)(4300000,4350000)	scaffold_2146	4325000	9360	0.359556
